,Statement,Link,Date,Source,Label
10189,Says "Donald Trump says climate change is a hoax invented by the Chinese.",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,03-Jun-16,Hillary Clinton,TRUE
10190,Says she was the first in her family to go to a four-year college.,https://www.politifact.com/factchecks/2016/jun/03/katie-mcginty/rating-katie-mcgintys-curious-campaign-college-cla/,03-Jun-16,Katie McGinty,FALSE
10191,"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",https://www.politifact.com/factchecks/2016/jun/03/alcee-hastings/dog-meat-delicacy-or-global-health-threat/,03-Jun-16,Alcee Hastings,FALSE
10192,"""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""",https://www.politifact.com/factchecks/2016/jun/03/robin-vos/robin-vos-takes-aim-chicago-bears-quarterbacks-and/,03-Jun-16,Robin Vos,TRUE
10193,The University of Wisconsin System had a "jobs-for-life tenure program" for professors.,https://www.politifact.com/factchecks/2016/jun/03/scott-walker/scott-walker-says-uw-tenure-policy-used-promise-jo/,03-Jun-16,Scott Walker,TRUE
10194,"Says ""Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.""",https://www.politifact.com/factchecks/2016/jun/02/jon-keyser/keyser-says-obama-bennet-want-give-iran-nukes-deal/,02-Jun-16,Jon Keyser,FALSE
10195,Says Hillary Clinton has spoken "such lies about my foreign policy. They said I want Japan to ? get nuclear weapons. Give me a break.",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/donald-trump-wrong-accusing-hillary-clinton-lying-/,02-Jun-16,Donald Trump,FALSE
10196,Florida has "issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/donald-trump-minimizes-number-revoked-gun-permits-/,02-Jun-16,Donald Trump,TRUE
10197,"""The vast majority of minimum wage workers get a raise within a year.""",https://www.politifact.com/factchecks/2016/jun/02/nfederation-o-independent-business-virginia/nfib-says-vast-majority-minimum-wage-workers-get-r/,02-Jun-16,National Federation of Independent Business-Virginia,TRUE
10198,We?ve broken "by millions" the all-time record for votes in a GOP presidential primary election.,https://www.politifact.com/factchecks/2016/jun/02/donald-trump/no-donald-trump-you-havent-broken-voting-record-mi/,01-Jun-16,Donald Trump,FALSE
10199,Say video "shows massive alligator strolling across Florida golf course.",https://www.politifact.com/factchecks/2016/jun/01/blog-posting/massive-alligator-spotted-roaming-florida-golf-cou/,01-Jun-16,Bloggers,TRUE
10200,"""We're losing thousands of (veterans) waiting on line"" because they can't get speedy health care from the Veterans Administration.",https://www.politifact.com/factchecks/2016/jun/01/donald-trump/donald-trump-thousands-veterans-die-waiting-treatm/,01-Jun-16,Donald Trump,TRUE
10201,"""Today, it is more difficult to enlist in the U.S. military than it is to enroll in college.""",https://www.politifact.com/factchecks/2016/jun/01/dale-kooyenga/its-easier-get-college-military/,01-Jun-16,Dale Kooyenga,TRUE
10202,"""I wanted to keep it private, because I don't think it's anybody's business if I want to send money to the vets.""",https://www.politifact.com/factchecks/2016/may/31/donald-trump/donald-trump-says-he-wanted-keep-veterans-fundrais/,31-May-16,Donald Trump,FALSE
10203,"""While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we don?t have a super PAC, and quite frankly, we don?t want one that spends millions to spew out lies and distortions.""",https://www.politifact.com/factchecks/2016/may/31/ted-strickland/ted-strickland-doesnt-have-super-pac/,31-May-16,Ted Strickland,TRUE
10204,"""It was allowed,"" referring to her email practices.",https://www.politifact.com/factchecks/2016/may/31/hillary-clinton/fact-checking-hillary-clintons-claim-her-email-pra/,31-May-16,Hillary Clinton,FALSE
10205,"It's entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s? In fact, it?s quite likely.",https://www.politifact.com/factchecks/2016/may/31/pat-toomey/pat-toomeys-wall-street-earnings-likely-didnt-top-/,31-May-16,Pat Toomey,FALSE
10206,"In California, ""the windmills are killing hundreds and hundreds of eagles.""",https://www.politifact.com/factchecks/2016/may/31/donald-trump/trump-exaggerates-wind-turbine-eagle-deaths/,31-May-16,Donald Trump,FALSE
10207,California has "the same water infrastructure from when we were 16 million people.",https://www.politifact.com/factchecks/2016/may/31/dianne-feinstein/does-california-have-same-water-infrastructure-it-/,31-May-16,Dianne Feinstein,TRUE
10208,"""More people today are leaving Virginia than moving in.""",https://www.politifact.com/factchecks/2016/may/31/nikki-haley/nikki-haley-more-people-today-are-leaving-virginia/,31-May-16,Nikki Haley,TRUE
10209,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-only-he-supports-carbon-tax-an/,29-May-16,Bernie Sanders,TRUE
10210,"""Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbers and always at a larger margin than Secretary Clinton is.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-he-polls-better-against-donald/,29-May-16,Bernie Sanders,TRUE
10211,Says the Human Rights Campaign is secretly funded,https://www.politifact.com/factchecks/2016/may/27/pat-mccrory/gov-pat-mccrory-wrongly-says-we-dont-know-who-fund/,27-May-16,Pat McCrory,FALSE
10212,Says Maggie Hassan was "out of state on 30 days over the last three months.",https://www.politifact.com/factchecks/2016/may/27/kelly-ayotte/how-much-has-maggie-hassan-been-out-new-hampshire-/,27-May-16,Kelly Ayotte,TRUE
10213,"""Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.""",https://www.politifact.com/factchecks/2016/may/27/donald-trump/donald-trump-says-clinton-foundation-pays-top-wome/,27-May-16,Donald Trump,TRUE
10214,"""During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.""",https://www.politifact.com/factchecks/2016/may/27/freedom-partners-action-fund/ad-attacking-former-ag-gets-details-right-misses-b/,27-May-16,Freedom Partners Action Fund,TRUE
10215,"""Texas is one of only a handful of states that does not have an equal pay law.""",https://www.politifact.com/factchecks/2016/may/27/wendy-davis/wendy-davis-wrongly-says-texas-among-states-no-equ/,27-May-16,Wendy Davis,FALSE
10216,Only 50 percent of students from Milwaukee public high schools "go on to a two-or four-year college.",https://www.politifact.com/factchecks/2016/may/27/vicki-martin/it-true-only-half-milwaukee-public-schools-student/,27-May-16,Vicki Martin,TRUE
10217,Says Donald Trump "has the second-highest disapproval ratings of anyone running for president.",https://www.politifact.com/factchecks/2016/may/27/ted-cruz/ted-cruz-incorrectly-says-donald-trump-has-second-/,27-May-16,Ted Cruz,FALSE
10218,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.""",https://www.politifact.com/factchecks/2016/may/27/newt-gingrich/newt-gingrich-offends-history-claims-trumps-timeli/,27-May-16,Newt Gingrich,FALSE
10219,"California?s Capitol building is ""second only to Disneyland,"" among visitor sites in the state.",https://www.politifact.com/factchecks/2016/may/27/richard-pan/mickey-mouse-claim-californias-capitol-building-se/,27-May-16,Richard Pan,FALSE
10220,"""The Nordic countries are some of the few countries"" that meet development aid goals.",https://www.politifact.com/factchecks/2016/may/26/barack-obama/us-v-nordic-block-how-they-compare-foreign-aid/,26-May-16,Barack Obama,TRUE
10221,"""I'm also the only lieutenant governor to not take a security detail.""",https://www.politifact.com/factchecks/2016/may/26/carlos-lopez-cantera/carlos-lopez-cantera-says-he-only-florida-lieutena/,26-May-16,Carlos Lopez-Cantera,TRUE
10222,"""In 2006, Donald Trump was hoping for a real estate crash.""",https://www.politifact.com/factchecks/2016/may/26/hillary-clinton/hillary-clinton-faults-donald-trump-hoping-real-es/,26-May-16,Hillary Clinton,TRUE
10223,"""Vietnamese is the third most commonly spoken language in Texas.""",https://www.politifact.com/factchecks/2016/may/26/john-cornyn/john-cornyn-says-vietnamese-third-most-common-lang/,26-May-16,John Cornyn,TRUE
10224,It "is Hillary Clinton's agenda" to "release the violent criminals from jail. She wants them all released.",https://www.politifact.com/factchecks/2016/may/26/donald-trump/donald-trump-wrong-hillary-clinton-wants-release-a/,26-May-16,Donald Trump,FALSE
10225,Says Will Hurd "cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.",https://www.politifact.com/factchecks/2016/may/26/pete-gallego/did-will-hurd-vote-border-security-bill-would-cut-/,25-May-16,Pete Gallego,TRUE
10226,"""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.""",https://www.politifact.com/factchecks/2016/may/25/donald-trump/donald-trumps-false-claim-oakland-ferguson-are-amo/,25-May-16,Donald Trump,FALSE
10227,"""Look, we are at war with these people and they don't wear uniforms. ? This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.""",https://www.politifact.com/factchecks/2016/may/25/donald-trump/donald-trump-says-us-letting-tens-thousands-terror/,25-May-16,Donald Trump,FALSE
10228,Old City in Philadelphia "used to have more than a dozen clubs and that's what we were known for and now we?re down to two.",https://www.politifact.com/factchecks/2016/may/25/job-itkzkowitz/has-old-city-land-1000-snookis-mellowed-out/,25-May-16,Job Itzkowitz,TRUE
10229,"""The University of Wisconsin System budget is the biggest it has ever been.""",https://www.politifact.com/factchecks/2016/may/25/scott-walker/scott-walker-who-cut-funds-wisconsin-university-sy/,25-May-16,Scott Walker,TRUE
10230,"Says Sen. John McCain ""told dreamers that he?ll support the Dream Act, then he voted against it.""",https://www.politifact.com/factchecks/2016/may/24/ann-kirkpatrick/did-john-mccain-support-dream-act-then-vote-agains/,24-May-16,Ann Kirkpatrick,TRUE
10231,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration ? specifically waterboarding ? work.""",https://www.politifact.com/factchecks/2016/may/24/todd-wilcox/waterboarding-works-us-senate-candidate-todd-wilco/,24-May-16,Todd Wilcox,FALSE
10232,"""The only two (Donald Trump tax returns) we have show that he hasn't paid a penny in taxes.""",https://www.politifact.com/factchecks/2016/may/24/hillary-clinton/hillary-clinton-claim-about-donald-trump-paying-no/,24-May-16,Hillary Clinton,FALSE
10233,Says North Carolina Rep. Renee Ellmers was the only Republican to vote against "an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.",https://www.politifact.com/factchecks/2016/may/23/george-holding/george-holding-accuses-renee-ellmers-breaking-part/,23-May-16,George Holding,TRUE
10234,"""When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.""",https://www.politifact.com/factchecks/2016/may/23/celia-israel/celia-israel-says-student-education-spending-flat-/,23-May-16,Celia Israel,TRUE
10235,"Ohio is ""probably top five in the country, sadly, in terms of heroin overdoses. It?s now exceeded car accidents as the No. 1 cause of death in Ohio.""",https://www.politifact.com/factchecks/2016/may/23/rob-portman/portman-drug-overdoses-exceeded-car-accidents-no-1/,23-May-16,Rob Portman,TRUE
10236,"Says Virginia Republican ""Scott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.""",https://www.politifact.com/factchecks/2016/may/23/randy-forbes/randy-forbes-tells-half-story-about-scott-taylors-/,23-May-16,Randy Forbes,TRUE
10237,"""The geography of poverty has changed fundamentally in the last 15 years,"" with more of it concentrated in fragile and conflict states.",https://www.politifact.com/factchecks/2016/may/23/david-miliband/refugee-aid-head-worlds-poorest-increasingly-found/,23-May-16,David Miliband,TRUE
10238,"""One in three American women will have had an abortion by the time she reaches the age of 45.""",https://www.politifact.com/factchecks/2016/may/23/naral-pro-choice-america/flawed-naral-virginia-claim-1-3-women-will-have-ab/,23-May-16,NARAL Pro-Choice Virginia,TRUE
10239,"""Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.""",https://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clinton-wrong-negative-ads-bernie-sanders/,22-May-16,Hillary Clinton,FALSE
10240,"""When I was secretary of state, I had a very high approval rating.""",https://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clintons-approval-rating-secretary-state-w/,22-May-16,Hillary Clinton,TRUE
10241,"""You can import as many hemp products into this country as you want...but we can?t grow it.""",https://www.politifact.com/factchecks/2016/may/22/william-devereaux/hemp-helpful-just-dont-grow-it/,22-May-16,William Devereaux,TRUE
10242,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.""",https://www.politifact.com/factchecks/2016/may/20/daniel-grace/teamsters-say-soda-tax-would-cost-thousands-jobs-d/,20-May-16,Daniel Grace,FALSE
10243,"""The first tweet was sent from Austin.""",https://www.politifact.com/factchecks/2016/may/20/steve-adler/steve-adler-ridiculously-claims-first-tweet-was-se/,20-May-16,Steve Adler,FALSE
10244,"""We now do have evidence"" that Donald Trump is being used as a recruiting tool for terrorists.",https://www.politifact.com/factchecks/2016/may/20/hillary-clinton/donald-trump-now-being-used-terrorist-propaganda-v/,20-May-16,Hillary Clinton,TRUE
10245,Says a WHO proposal "portrays milk and dairy products as an obstacle to a healthy start in life.",https://www.politifact.com/factchecks/2016/may/20/us-dairy-export-council/dairy-exporters-say-who-casts-milk-obstacle-toddle/,20-May-16,U.S. Dairy Export Council,FALSE
10246,"""We just had the best year for the auto industry in America in history.""",https://www.politifact.com/factchecks/2016/may/20/hillary-clinton/hillary-clinton-says-2015-was-best-year-us-auto-in/,20-May-16,Hillary Clinton,TRUE
10247,"Before 2005, ""the percentage of"" Texas high school ""students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.""",https://www.politifact.com/factchecks/2016/may/20/don-willett/justice-don-willett-accurately-recaps-surge-texas-/,20-May-16,Don Willett,TRUE
10248,"""I have had to fill out FEC reports for the past six years now, and they?re much more detailed than a tax return...""",https://www.politifact.com/factchecks/2016/may/20/tom-marino/pa-gop-congressmans-claim-about-donald-trump-and-h/,20-May-16,Tom Marino,FALSE
10249,Says "Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.",https://www.politifact.com/factchecks/2016/may/20/national-republican-congressional-committee/nrcc-wrongly-says-jacky-rosen-refused-say-if-she-s/,20-May-16,National Republican Congressional Committee,FALSE
10250,"Under Donald Trump's tax plan, ""the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average --  would get more tax relief than the bottom 60 percent of taxpayers combined.""",https://www.politifact.com/factchecks/2016/may/20/jennifer-shilling/top-01-would-be-big-winner-under-donald-trumps-tax/,20-May-16,Jennifer Shilling,TRUE
10251,"""Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.""",https://www.politifact.com/factchecks/2016/may/19/vote-no-2/medical-marijuana-dispensaries-will-outnumber-walm/,19-May-16,Vote No On 2,TRUE
10252,Zika mosquitoes "can?t catch me.",https://www.politifact.com/factchecks/2016/may/19/usain-bolt/can-usain-bolt-outrun-zika-mosquito/,19-May-16,Usain Bolt,TRUE
10253,"Trade deals are negotiated in ""secret"" and, unlike corporate interests, politicians never invite ""the leaders of the AFL-CIO or steelworkers or the mine workers to come in and sit down in these meetings.""",https://www.politifact.com/factchecks/2016/may/19/ted-strickland/ted-strickland-says-trade-deals-done-secret-and-wi/,19-May-16,Ted Strickland,TRUE
10254,Says "Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage.",https://www.politifact.com/factchecks/2016/may/19/donald-trump/donald-trump-wrong-elizabeth-warren-lied-saying-he/,19-May-16,Donald Trump,FALSE
10255,"""Puerto Rico?s $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.""",https://www.politifact.com/factchecks/2016/may/19/bernie-sanders/bernie-sanders-links-puerto-ricos-debt-crisis-wall/,19-May-16,Bernie Sanders,TRUE
10256,Nevada Democratic Party leaders "hijacked the process on the floor" of the state convention "ignoring the regular procedure and ramming through what they wanted to do.",https://www.politifact.com/factchecks/2016/may/18/jeff-weaver/allegations-fraud-and-misconduct-nevada-democratic/,18-May-16,Jeff Weaver,FALSE
10257,"Says Donald Trump said of women, ""And you can tell them to go f--- themselves.""",https://www.politifact.com/factchecks/2016/may/18/priorities-usa-action/priorities-usa-donald-trump-women-ad/,18-May-16,Priorities USA Action,FALSE
10258,Says "Mike Coffman is with Trump.",https://www.politifact.com/factchecks/2016/may/18/colorados-voice/group-says-mike-coffman-trump-he-says-billionaire-/,18-May-16,Colorado's Voice,FALSE
10259,"Since 2009, ""after-tax incomes are up nearly 14 percent.""",https://www.politifact.com/factchecks/2016/may/18/penny-pritzker/commerce-secretary-penny-pritzker-says-2009/,18-May-16,Penny Pritzker,TRUE
10260,Says Patrick Murphy "switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.",https://www.politifact.com/factchecks/2016/may/18/alan-grayson/alan-grayson-lacks-evidence-accusation-about-patri/,18-May-16,Alan Grayson,FALSE
10261,"""Closing our state?s wage gap would make a $9 billion difference to Missouri women.""",https://www.politifact.com/factchecks/2016/may/18/chris-koster/koster-might-oversimplify-size-gender-wage-gap-rea/,18-May-16,Chris Koster,TRUE
10262,"""Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.""",https://www.politifact.com/factchecks/2016/may/18/chris-wallace/most-gop-nominees-1970s-have-released-their-tax-re/,18-May-16,Chris Wallace,TRUE
10263,"Says Demond Means, ""turnaround district"" superintendent for Milwaukee Public Schools, said the district ""needs to be gutted.""",https://www.politifact.com/factchecks/2016/may/18/wisconsin-jobs-now/debunking-claim-demond-means-said-milwaukee-public/,18-May-16,Wisconsin Jobs Now,FALSE
10264,"""There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.""",https://www.politifact.com/factchecks/2016/may/17/vicki-saporta/tallies-are-too-sketchy-say-anti-abortion-centers-/,17-May-16,Vicki Saporta,TRUE
10265,"""The Chinese last year probably stole $360 billion in intellectual property from the United States.""",https://www.politifact.com/factchecks/2016/may/17/newt-gingrich/newt-gingrich-says-china-stole-360-billion-intelle/,17-May-16,Newt Gingrich,TRUE
10266,"""By the time you drink your coffee, an elephant is killed for its ivory tusks.""",https://www.politifact.com/factchecks/2016/may/17/minka-kelly/elephant-killed-time-you-down-cup-joe/,17-May-16,Minka Kelly,TRUE
10267,"""Almost 100,000 people left Puerto Rico last year.""",https://www.politifact.com/factchecks/2016/may/17/jack-lew/treasury-secretary-lew-says-about-100000-people-le/,17-May-16,Jack Lew,TRUE
10268,"""Now in half the homes in California, people speak a language other than English in their own homes.""",https://www.politifact.com/factchecks/2016/may/17/pat-buchanan/pat-buchanans-mostly-false-claim-about-language-ca/,17-May-16,Pat Buchanan,FALSE
10269,Says Patrick Murphy is one of "only three Democrats in the House today who voted" to create the Benghazi committee.,https://www.politifact.com/factchecks/2016/may/16/alan-grayson/patrick-murphy-voted-house-benghazi-committee-gray/,16-May-16,Alan Grayson,TRUE
10270,"""We've already lost $500 million in economic impact"" from HB2 fallout in North Carolina.",https://www.politifact.com/factchecks/2016/may/16/chris-sgro/democratic-representative-says-north-carolina-has-/,16-May-16,Chris Sgro,FALSE
10271,"""The United States has a low voter turnout rate.""",https://www.politifact.com/factchecks/2016/may/16/mamie-locke/mamie-locke-says-us-has-low-voter-turnout-rate/,16-May-16,Mamie Locke,TRUE
10272,Says Katie McGinty "actually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.",https://www.politifact.com/factchecks/2016/may/16/pat-toomey/pat-toomey-says-katie-mcginty-agrees-hillary-clint/,16-May-16,Pat Toomey,TRUE
10273,Half of illegal immigrants "come on legal visas and then overstay.",https://www.politifact.com/factchecks/2016/may/16/ken-cuccinelli/ken-cuccinelli-says-half-illegal-immigrants-have-o/,16-May-16,Ken Cuccinelli,TRUE
10274,"Says 80 percent of North Carolinians support ""the concept that men should not be in women?s restrooms, changing rooms, bathrooms, etc.""",https://www.politifact.com/factchecks/2016/may/14/tim-moore/nc-house-speaker-says-80-percent-think-bathrooms-s/,14-May-16,Tim Moore,TRUE
10275,"""Big rooftop solar's plan forces Nevada families who don?t have solar panels to pay higher power bills to subsidize rooftop solar.""",https://www.politifact.com/factchecks/2016/may/13/solar-energy-fairness/solar-subsidy-claims-need-more-evidence/,13-May-16,Solar Energy Fairness,TRUE
10276,Says Ted Strickland admits his record on jobs and taxes is "mixed and spotty.",https://www.politifact.com/factchecks/2016/may/13/fighting-ohio-pac/fighting-ohio-pac-ad-takes-ted-stricklands-mixed-a/,13-May-16,Fighting for Ohio PAC,FALSE
10277,"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must ""surrender their third pet to the Humane Society.""",https://www.politifact.com/factchecks/2016/may/13/blog-posting/popular-internet-story-claims-arizona-missouri-and/,13-May-16,Bloggers,FALSE
10278,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",https://www.politifact.com/factchecks/2016/may/13/scott-walker/scott-walker-way-saying-university-wisconsin-milwa/,13-May-16,Scott Walker,FALSE
10279,"""Austin is number one in Texas in startups, venture capital and patents.""",https://www.politifact.com/factchecks/2016/may/13/steve-adler/steve-adler-correctly-says-austin-no-1-texas-start/,13-May-16,Steve Adler,TRUE
10280,On how to respond to Puerto Rico?s debt crisis.,https://www.politifact.com/factchecks/2016/may/13/sean-duffy/did-sean-duffy-flip-flop-what-should-be-done-about/,13-May-16,Sean Duffy,FALSE
10281,"Water rates in Manila, Philippines, ""were raised up to 845 percent"" when a subsidiary of the World Bank became a partial owner.",https://www.politifact.com/factchecks/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,12-May-16,Gwen Moore,TRUE
10282,"University of Texas undergraduate student debt ""is less than $21,000? probably one of the lowest debts across the nation.""",https://www.politifact.com/factchecks/2016/may/12/bill-mcraven/bill-mcraven-university-texas-says-ut-students-gra/,12-May-16,Bill McRaven,TRUE
10283,"""For the first time in over 40 years, Republicans don?t hold a single statewide office"" in Virginia.",https://www.politifact.com/factchecks/2016/may/12/ed-gillespie/ed-gillespie-says-gop-shut-out-va-statewide-office/,12-May-16,Ed Gillespie,TRUE
10284,Says Hillary Clinton "wants to abolish the Second Amendment.",https://www.politifact.com/factchecks/2016/may/11/donald-trump/donald-trump-falsely-claims-hillary-clinton-wants-/,11-May-16,Donald Trump,FALSE
10285,Germany "is crime-riddled right now" because of migration to Europe.,https://www.politifact.com/factchecks/2016/may/11/donald-trump/donald-trump-says-germany-now-riddled-crime-thanks/,11-May-16,Donald Trump,FALSE
10286,Says President Obama?s deal "allows Iran to produce a nuclear weapon.",https://www.politifact.com/factchecks/2016/may/11/carlos-beruff/deal-allows-iran-produce-nuclear-weapon-us-senate-/,11-May-16,Carlos Beruff,FALSE
10287,Says former state Sen. Kelli Ward "wanted to ban our intelligence agencies from operating in Arizona.",https://www.politifact.com/factchecks/2016/may/11/arizona-grassroots-action-pac/pac-claims-former-arizona-senator-wanted-ban-intel/,11-May-16,Arizona Grassroots Action PAC,FALSE
10288,"If you don't buy cigarettes at your local supermarket, your grocery bill won't go up a dime. The same is true of the sugary drink tax. If passed, you can avoid paying the tax by not buying sugary drinks.",https://www.politifact.com/factchecks/2016/may/11/philadelphia-daily-news/rating-philly-daily-news-claim-its-not-grocery-tax/,11-May-16,Philadelphia Daily News,TRUE
10289,The city of Clarkston "can?t decriminalize marijuana. Only state legislators and Congress can do that.",https://www.politifact.com/factchecks/2016/may/11/vernon-keenan/georgias-top-cop-correct-about-citys-pot-plan/,11-May-16,Vernon Keenan,TRUE
10290,"""Russ Feingold got a memo in 2009 that outlined veteran harm"" at a Wisconsin VA facility ""and nothing was done.""",https://www.politifact.com/factchecks/2016/may/11/freedom-partners-action-fund/attack-ad-says-ex-us-sen-russ-feingold-got-2009-me/,11-May-16,Freedom Partners Action Fund,FALSE
10291,"""The Brady Campaign has given me a 100 percent, not 99, 100 percent rating.""",https://www.politifact.com/factchecks/2016/may/11/loretta-sanchez/loretta-sanchez-dodges-question-about-gun-liabilit/,11-May-16,Loretta Sanchez,TRUE
10292,"""There is a 34 percent increase in violent crime in the state of California. ? And that?s just within the last year.""",https://www.politifact.com/factchecks/2016/may/11/duf-sundheim/duf-sundheim-wrongly-says-californias-violent-crim/,11-May-16,Duf Sundheim,FALSE
10293,"""The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.""",https://www.politifact.com/factchecks/2016/may/10/hillary-clinton/hillary-clinton-says-market-forces-made-coal-compa/,10-May-16,Hillary Clinton,TRUE
10294,"Under a new federal regulation, it will cost Pinellas County ""$31 million to fix a single ditch.""",https://www.politifact.com/factchecks/2016/may/09/david-jolly/epa-regulation-will-force-31-million-upgrade-pinel/,"? May 9, 2016",David Jolly,FALSE
10295,Says $15-an-hour proposal in Cleveland is "the most aggressive minimum wage increase in the country.",https://www.politifact.com/factchecks/2016/may/09/joe-roman/15-minimum-wage-proposal-cleveland-most-aggressive/,"? May 9, 2016",Joe Roman,TRUE
10296,"""In the United States alone we lose more than 3,000 people a day to cancer.""",https://www.politifact.com/factchecks/2016/may/09/joe-biden/joe-biden-misstates-daily-deaths-united-states-can/,"? May 9, 2016",Joe Biden,FALSE
10297,"""Jason Kander supports [Obama?s] plan to bring the remaining suspected terrorists to U.S. soil.""",https://www.politifact.com/factchecks/2016/may/09/roy-blunt/sen-blunt-misstates-opponent-jason-kanders-positio/,"? May 9, 2016",Roy Blunt,FALSE
10298,"""The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.""",https://www.politifact.com/factchecks/2016/may/09/ted-cruz/cruz-claims-obama-administration-sponsored-un-reso/,"? May 9, 2016",Ted Cruz,FALSE
10299,Twenty million Americans are "out of work.",https://www.politifact.com/factchecks/2016/may/09/tom-marino/pa-congressman-tom-marino-says-20-million-american/,"? May 9, 2016",Tom Marino,TRUE
10300,"Before April 22, ""we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.""",https://www.politifact.com/factchecks/2016/may/09/terry-mcauliffe/mcauliffe-held-va-record-retoring-felon-voting-rig/,"? May 9, 2016",Terry McAuliffe,TRUE
10301,"""You have to be a citizen to vote,"" but with same-day voter registration, ""you have places where people just walk in and vote.""",https://www.politifact.com/factchecks/2016/may/08/donald-trump/donald-trump-wrongly-says-noncitizens-can-vote-whe/,"? May 8, 2016",Donald Trump,FALSE
10302,"""We're the highest taxed nation in the world.""",https://www.politifact.com/factchecks/2016/may/08/donald-trump/donald-trump-us-not-highest-taxed-nation-in-world/,"? May 8, 2016",Donald Trump,FALSE
10303,"""There?s no data that says a gun-free zone has saved lives.""",https://www.politifact.com/factchecks/2016/may/08/michael-oneill/how-many-lives-would-be-saved-gun-free-zone/,"? May 8, 2016",Michael O'Neill,TRUE
10304,"""We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.""",https://www.politifact.com/factchecks/2016/may/06/sylvester-turner/sylvester-turner-overstates-number-solo-drivers/,"? May 6, 2016",Sylvester Turner,FALSE
10305,On supporting the eventual Republican presidential nominee,https://www.politifact.com/factchecks/2016/may/06/paul-ryan/vexed-donald-trump-has-paul-ryan-changed-his-posit/,"? May 6, 2016",Paul Ryan,FALSE
10306,Says Donald Trump "brings in hundreds of foreign workers to replace Americans.",https://www.politifact.com/factchecks/2016/may/06/ted-cruz/donald-trump-attacked-bringing-hundreds-foreign-wo/,"? May 6, 2016",Ted Cruz,TRUE
